trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9999998750000026}",25,0,-136.9228085049554,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9999995000000417}",20,0,-82.51534193882183,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9999988750002109}",20,0,-197.37473965558536,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
4,False,"{'a': 0.5, 'e': 0.9999980000006666}",25,0,-98.91080245298473,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9999968750016276}",25,0,-100.08757748621949,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.999995500003375}",20,0,-49.59034939647184,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9999938750062526}",20,1,-78.2348521390797,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 1}",1
8,False,"{'a': 0.5, 'e': 0.9999920000106667}",20,0,-186.7290614255667,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 3}",0
9,False,"{'a': 0.5, 'e': 0.9999898750170859}",25,0,-188.29234961895307,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 3}",0
10,False,"{'a': 0.5, 'e': 0.9999875000260416}",20,0,-137.12658693478554,"{0: 9, 1: 6, 2: 2, 3: 1, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.9999848750381276}",25,0,-98.78410821422227,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.999982000054}",20,0,-159.48682052209267,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.9999788750743775}",20,0,-153.08957056653549,"{0: 8, 1: 1, 2: 8, 3: 2, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.9999755001000415}",20,0,-201.80642661729425,"{0: 9, 1: 6, 2: 0, 3: 1, 4: 4}",0
15,False,"{'a': 0.5, 'e': 0.9999718751318357}",20,0,-135.75677143841946,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9999680001706663}",20,0,-143.36929910941552,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9999638752175021}",20,0,-58.34721190269042,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9999595002733742}",20,0,-99.39378839311021,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9999548753393765}",25,14,-69.92632379865599,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
20,False,"{'a': 0.5, 'e': 0.9999500004166653}",30,0,-273.70361446162997,"{0: 13, 1: 5, 2: 6, 3: 2, 4: 4}",0
21,False,"{'a': 0.5, 'e': 0.999944875506459}",20,15,-2.6688245444215153,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.9999395006100392}",25,0,-117.23888944337848,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.9999338757287494}",20,0,-109.48872354444643,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9999280008639958}",20,0,-76.07339835310816,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.9999218760172474}",20,13,-12.623296007337997,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.9999155011900349}",30,0,-221.25932381429885,"{0: 14, 1: 3, 2: 9, 3: 1, 4: 3}",0
27,False,"{'a': 0.5, 'e': 0.9999088763839525}",25,0,-117.10766486683202,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.9999020016006562}",25,6,-165.1222220521935,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 3}",1
29,False,"{'a': 0.5, 'e': 0.9998948768418647}",25,0,-89.06439898223705,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.9998875021093592}",25,13,-99.16961716704938,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 2}",1
31,False,"{'a': 0.5, 'e': 0.9998798774049833}",20,0,-140.66591534338943,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9998720027306434}",20,0,-49.05845102708724,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.9998638780883079}",20,0,-124.56927434730171,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.9998555034800082}",20,8,-76.00118717578019,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 2}",1
35,False,"{'a': 0.5, 'e': 0.9998468789078377}",20,13,-5.121706299974619,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.9998380043739528}",20,0,-99.82812918585678,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9998288798805719}",20,0,-92.20846817197116,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.9998195054299763}",25,0,-149.863291469159,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.9998098810245096}",20,0,-134.14298434354572,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.9998000066665778}",25,0,-126.62136756865154,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9997898823586495}",25,14,-31.933620882390603,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.9997795081032559}",25,0,-181.87658784168661,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
43,False,"{'a': 0.5, 'e': 0.9997688839029905}",20,0,-151.88888260415476,"{0: 9, 1: 1, 2: 6, 3: 3, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9997580097605092}",20,0,-141.88531695884438,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.9997468856785308}",25,0,-63.42082079735646,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9997355116598361}",30,0,-157.4871724094543,"{0: 16, 1: 2, 2: 9, 3: 2, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.9997238877072687}",25,1,-228.23357485881445,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 4}",1
48,False,"{'a': 0.5, 'e': 0.9997120138237345}",20,0,-84.83612118789378,"{0: 8, 1: 5, 2: 7, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.9996998900122023}",20,0,-116.53001686511517,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.9996875162757026}",25,0,-110.26665381783775,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.9996748926173291}",20,0,-110.51161861513343,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.9996620190402377}",20,0,-95.26478576608031,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9996488955476466}",20,0,-44.019607912436626,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.9996355221428369}",20,0,-183.25616824094593,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.9996218988291519}",25,0,-127.00117649992055,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.9996080256099974}",20,0,-167.9406524728661,"{0: 7, 1: 2, 2: 9, 3: 0, 4: 2}",0
57,False,"{'a': 0.5, 'e': 0.9995939024888416}",20,0,-165.4025565330229,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.9995795294692156}",20,0,-130.77715856468018,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.9995649065547122}",20,0,-201.30099439269082,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
60,False,"{'a': 0.5, 'e': 0.9995500337489875}",25,0,-139.28203521228684,"{0: 17, 1: 3, 2: 0, 3: 3, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.9995349110557595}",25,9,-44.33842449723381,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.999519538478809}",20,0,-143.35479019522717,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
63,False,"{'a': 0.5, 'e': 0.9995039160219791}",25,0,-138.58452752573425,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.9994880436891754}",20,0,-110.28025528281422,"{0: 9, 1: 3, 2: 5, 3: 3, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.9994719214843659}",20,0,-69.1990097204451,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.9994555494115813}",30,0,-108.26316467378584,"{0: 17, 1: 5, 2: 6, 3: 2, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.9994389274749146}",20,0,-137.14753719486322,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.9994220556785212}",20,0,-68.30893689764383,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.999404934026619}",25,0,-129.26502864936438,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9993875625234886}",20,10,-39.79323808450603,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.9993699411734727}",20,0,-91.24326227401329,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9993520699809768}",20,0,-73.46607763286676,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.9993339489504686}",20,0,-43.056960340240366,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.9993155780864782}",20,0,-187.6121464104677,"{0: 9, 1: 4, 2: 2, 3: 2, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.9992969573935987}",25,0,-162.87714672681258,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.9992780868764849}",20,0,-77.87253015403162,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9992589665398547}",25,0,-136.5680410939816,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.999239596388488}",25,0,-214.74783652259885,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
79,False,"{'a': 0.5, 'e': 0.9992199764272274}",20,0,-244.22132540627058,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 5}",0
80,False,"{'a': 0.5, 'e': 0.9992001066609779}",25,0,-133.40870758824335,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.999179987094707}",30,0,-180.98759352580436,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.9991596177334445}",25,0,-143.12055012929196,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.9991389985822827}",20,0,-86.53196457169581,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.9991181296463766}",20,9,-29.687149624036596,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.9990970109309432}",25,0,-79.9326846385375,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.9990756424412622}",20,0,-133.12649856635696,"{0: 12, 1: 0, 2: 3, 3: 4, 4: 1}",1
87,False,"{'a': 0.5, 'e': 0.999054024182676}",20,0,-111.12536429121349,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.9990321561605888}",20,11,4.024901656786135,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.9990100383804678}",20,8,-15.802406581236042,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.9989876708478425}",20,0,-72.61000230885098,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.9989650535683046}",20,0,-115.24942607008819,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.9989421865475084}",20,11,-31.748785482865113,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.9989190697911708}",20,0,-64.16860409863584,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.9988957033050712}",25,0,-40.92603023731549,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.9988720870950507}",20,0,-171.74155343717703,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.9988482211670138}",20,0,-212.5019246808055,"{0: 7, 1: 2, 2: 5, 3: 4, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.9988241055269267}",25,0,-144.34738000110218,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.9987997401808185}",25,0,-137.1213230205903,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.9987751251347804}",30,0,-260.498452186191,"{0: 12, 1: 11, 2: 2, 3: 0, 4: 5}",0
100,False,"{'a': 0.5, 'e': 0.9987502603949663}",20,0,-72.33594200764828,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.9987251459675922}",20,0,-90.42195008210177,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.9986997818589368}",20,10,-26.46312728654046,"{0: 6, 1: 3, 2: 0, 3: 1, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.9986741680753413}",20,0,-98.97441205923164,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.9986483046232089}",25,0,-100.7983199985588,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9986221915090054}",25,11,-26.47972881591441,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.9985958287392593}",20,0,-186.18867767615848,"{0: 10, 1: 5, 2: 1, 3: 0, 4: 4}",0
107,False,"{'a': 0.5, 'e': 0.9985692163205613}",20,0,-174.1426289139627,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
108,False,"{'a': 0.5, 'e': 0.9985423542595644}",20,0,-95.02738905475634,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.9985152425629842}",30,0,-152.76872817671446,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
110,False,"{'a': 0.5, 'e': 0.9984878812375985}",20,0,-29.19792482972539,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.9984602702902475}",20,0,-164.72121153143078,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
112,False,"{'a': 0.5, 'e': 0.9984324097278344}",20,0,-83.49858604806487,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.9984042995573239}",20,0,-187.66923176120804,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 3}",0
114,False,"{'a': 0.5, 'e': 0.9983759397857438}",20,0,-67.36673947608321,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.998347330420184}",20,4,-115.58378603999877,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 2}",1
116,False,"{'a': 0.5, 'e': 0.9983184714677966}",25,0,-92.67780046301209,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.9982893629357967}",20,4,-21.218671553651355,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.9982600048314613}",30,0,-111.48719282900512,"{0: 16, 1: 5, 2: 8, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.9982303971621297}",20,0,-203.20035655257578,"{0: 6, 1: 4, 2: 5, 3: 3, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.9982005399352042}",25,0,-104.0151471729135,"{0: 13, 1: 6, 2: 4, 3: 2, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.9981704331581488}",20,0,-95.10035881443756,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.9981400768384904}",20,0,-119.69220541715846,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
123,False,"{'a': 0.5, 'e': 0.9981094709838179}",20,0,-230.64111541076858,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 4}",0
124,False,"{'a': 0.5, 'e': 0.9980786156017829}",20,0,-58.529946307922266,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.9980475107000991}",20,0,-64.39698663877594,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.9980161562865429}",20,0,-103.99149201889891,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.9979845523689529}",20,0,-125.14246122575307,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
128,False,"{'a': 0.5, 'e': 0.99795269895523}",20,0,-128.4543662275961,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.9979205960533374}",25,0,-100.12269219284399,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.9978882436713011}",20,7,-67.88337864392483,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.9978556418172091}",20,0,-132.37848677712296,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.9978227904992117}",25,0,-30.212379179669004,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.9977896897255221}",20,0,-71.33689586101019,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.9977563395044151}",25,0,-163.19267824307317,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.9977227398442284}",25,0,-165.62238887637645,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
136,False,"{'a': 0.5, 'e': 0.9976888907533621}",30,19,-66.29275963293175,"{0: 6, 1: 1, 2: 1, 3: 3, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.9976547922402782}",25,0,-116.12478010202948,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.9976204443135014}",20,0,-187.30144887396332,"{0: 8, 1: 1, 2: 7, 3: 2, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.9975858469816188}",20,0,-125.15808915269845,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.9975510002532796}",25,15,-5.05419010269786,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.9975159041371955}",20,3,-108.01089745578453,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.9974805586421406}",20,0,-56.08519701552254,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.9974449637769512}",20,0,-124.01369536314449,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.9974091195505261}",20,10,-13.284528721544024,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.9973730259718263}",20,14,9.330404429851953,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.9973366830498752}",30,0,-235.1452991558705,"{0: 14, 1: 2, 2: 10, 3: 1, 4: 3}",0
147,False,"{'a': 0.5, 'e': 0.9973000907937586}",25,0,-237.54321019469052,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 4}",0
148,False,"{'a': 0.5, 'e': 0.9972632492126244}",20,0,-172.345357007446,"{0: 9, 1: 0, 2: 7, 3: 2, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.9972261583156831}",20,12,-2.867380286448416,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.9971888181122075}",20,7,-33.36725315769311,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.9971512286115325}",25,0,-156.39966031860064,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.9971133898230555}",25,0,-207.75076819043144,"{0: 13, 1: 4, 2: 2, 3: 3, 4: 3}",0
153,False,"{'a': 0.5, 'e': 0.9970753017562363}",25,0,-127.98521872560853,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.9970369644205967}",20,0,-34.26543867116755,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.9969983778257214}",25,0,-343.11056647755606,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 7}",0
156,False,"{'a': 0.5, 'e': 0.9969595419812568}",20,0,-137.9130891014639,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.9969204568969118}",20,0,-160.460787660134,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.9968811225824579}",25,0,-184.4190175367334,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
159,False,"{'a': 0.5, 'e': 0.9968415390477284}",25,0,-60.53061006421751,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.9968017063026194}",30,0,-208.65602128443973,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
161,False,"{'a': 0.5, 'e': 0.996761624357089}",25,0,-145.28727033353772,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.9967212932211577}",20,0,-84.66478282982706,"{0: 11, 1: 4, 2: 2, 3: 3, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.9966807129049083}",20,0,-117.16994040425939,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.9966398834184859}",20,4,-56.990082674376865,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.9965988047720977}",20,0,-83.07190247805735,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.9965574769760137}",20,0,-67.81795515279912,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.9965159000405656}",25,0,-184.79870687547634,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
168,False,"{'a': 0.5, 'e': 0.9964740739761475}",20,2,-80.28106382400182,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.9964319987932163}",20,0,-98.99397708988664,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9963896745022904}",25,0,-74.04560696222721,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.9963471011139512}",20,0,-106.16488769522039,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.996304278638842}",30,0,-224.33373367708018,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 4}",1
173,False,"{'a': 0.5, 'e': 0.9962612070876682}",30,0,-286.88097620990646,"{0: 13, 1: 6, 2: 5, 3: 1, 4: 5}",0
174,False,"{'a': 0.5, 'e': 0.9962178864711978}",20,0,-131.41108774311368,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.996174316800261}",20,0,-110.46120907636525,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.9961304980857502}",20,3,-91.52603891403123,"{0: 8, 1: 4, 2: 4, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.99608643033862}",25,0,-108.91976708855054,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.9960421135698875}",20,0,-114.1005653290999,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.9959975477906318}",20,0,-69.90623402481458,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.9959527330119943}",20,0,-64.62399066224546,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.9959076692451787}",25,0,-181.3531094011628,"{0: 9, 1: 8, 2: 5, 3: 1, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.9958623565014509}",30,13,-93.51166632152103,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.9958167947921394}",20,0,-155.9751238176422,"{0: 9, 1: 5, 2: 2, 3: 2, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.9957709841286342}",20,10,-61.713253839001844,"{0: 4, 1: 4, 2: 1, 3: 0, 4: 1}",1
