trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2356,False,"{'a': 0.5, 'e': 0.38277327330949534}",20,13,-1.1332936608333264,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2357,False,"{'a': 0.5, 'e': 0.38231130432505583}",20,9,8.655281782742883,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2358,False,"{'a': 0.5, 'e': 0.38184923976279245}",20,9,-14.206953267470649,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
2359,False,"{'a': 0.5, 'e': 0.3813870797382211}",25,13,-25.896056456490008,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
2360,False,"{'a': 0.5, 'e': 0.38092482436688185}",25,11,26.692374081624795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2361,False,"{'a': 0.5, 'e': 0.3804624737643382}",20,8,-54.14377185935171,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
2362,False,"{'a': 0.5, 'e': 0.3800000280461784}",25,0,-32.873327392359286,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
2363,False,"{'a': 0.5, 'e': 0.3795374873280135}",25,7,-33.41305917350214,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
2364,False,"{'a': 0.5, 'e': 0.3790748517254788}",20,13,7.347645658742559,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2365,False,"{'a': 0.5, 'e': 0.3786121213542329}",20,8,-21.545421356100285,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
2366,False,"{'a': 0.5, 'e': 0.3781492963299588}",20,16,8.768769514280862,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.5, 'e': 0.37768637676836264}",20,13,-8.237531833409358,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2368,False,"{'a': 0.5, 'e': 0.37722336278517427}",20,0,-92.84020692240202,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
2369,False,"{'a': 0.5, 'e': 0.3767602544961469}",20,2,-37.813384360835435,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
2370,False,"{'a': 0.5, 'e': 0.37629705201705815}",30,21,16.61480168669498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2371,False,"{'a': 0.5, 'e': 0.3758337554637083}",20,7,-22.749221164919863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2372,False,"{'a': 0.5, 'e': 0.37537036495192155}",25,12,2.7131370344157957,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
2373,False,"{'a': 0.5, 'e': 0.3749068805975453}",20,4,-31.207917245066266,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
2374,False,"{'a': 0.5, 'e': 0.3744433025164511}",20,0,-92.41284497626386,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
2375,False,"{'a': 0.5, 'e': 0.37397963082453317}",30,13,11.944840207899588,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2376,False,"{'a': 0.5, 'e': 0.37351586563770955}",20,4,-31.40150425447164,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
2377,False,"{'a': 0.5, 'e': 0.3730520070719212}",25,11,16.389906269313872,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2378,False,"{'a': 0.5, 'e': 0.37258805524313326}",20,0,-44.319022359765114,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
2379,False,"{'a': 0.5, 'e': 0.37212401026733344}",20,5,10.658254635752352,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2380,False,"{'a': 0.5, 'e': 0.371659872260533}",25,16,-21.492576441923408,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
2381,False,"{'a': 0.5, 'e': 0.3711956413387662}",20,12,9.970119297255586,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2382,False,"{'a': 0.5, 'e': 0.37073131761809125}",20,9,-48.34326937026877,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
2383,False,"{'a': 0.5, 'e': 0.3702669012145888}",25,9,-217.3095462458611,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 5}",1
2384,False,"{'a': 0.5, 'e': 0.36980239224436295}",25,2,19.80744166764165,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
2385,False,"{'a': 0.5, 'e': 0.3693377908235408}",20,2,-19.772185769749044,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
2386,False,"{'a': 0.5, 'e': 0.36887309706827304}",25,0,12.77507936208461,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
2387,False,"{'a': 0.5, 'e': 0.36840831109473293}",25,11,-11.0908912697638,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
2388,False,"{'a': 0.5, 'e': 0.367943433019117}",20,8,22.54812255596023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2389,False,"{'a': 0.5, 'e': 0.3674784629576445}",20,11,3.8414956602036883,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2390,False,"{'a': 0.5, 'e': 0.3670134010265584}",20,0,1.5424434857141127,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
2391,False,"{'a': 0.5, 'e': 0.36654824734212393}",30,12,-11.39409096733547,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2392,False,"{'a': 0.5, 'e': 0.36608300202062954}",30,11,-43.9832277804526,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
2393,False,"{'a': 0.5, 'e': 0.3656176651783864}",20,11,-3.9195363791531665,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
2394,False,"{'a': 0.5, 'e': 0.365152236931729}",20,11,-7.576407751300691,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
2395,False,"{'a': 0.5, 'e': 0.3646867173970143}",20,0,-7.890640473304991,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2396,False,"{'a': 0.5, 'e': 0.36422110669062213}",25,4,-57.66027148652906,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 0}",1
2397,False,"{'a': 0.5, 'e': 0.36375540492895503}",20,15,9.923720377708285,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2398,False,"{'a': 0.5, 'e': 0.36328961222843875}",30,0,-39.33100279465956,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",1
2399,False,"{'a': 0.5, 'e': 0.3628237287055213}",20,6,13.995094432613667,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2400,False,"{'a': 0.5, 'e': 0.3623577544766736}",25,18,10.839017499051653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2401,False,"{'a': 0.5, 'e': 0.36189168965838897}",20,10,19.086671376168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2402,False,"{'a': 0.5, 'e': 0.361425534367184}",25,14,-1.7392601413201345,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2403,False,"{'a': 0.5, 'e': 0.3609592887195973}",25,15,17.526731906546335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2404,False,"{'a': 0.5, 'e': 0.3604929528321903}",30,18,8.082207561235315,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2405,False,"{'a': 0.5, 'e': 0.3600265268215468}",20,0,-26.863977201568346,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
2406,False,"{'a': 0.5, 'e': 0.35956001080427363}",25,14,-42.528560269890995,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
2407,False,"{'a': 0.5, 'e': 0.35909340489699965}",20,10,6.90901850936082,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2408,False,"{'a': 0.5, 'e': 0.35862670921637635}",25,11,-1.0246968311259188,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
2409,False,"{'a': 0.5, 'e': 0.35815992387907736}",20,0,-37.65010289320508,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
2410,False,"{'a': 0.5, 'e': 0.3576930490017995}",20,3,20.71009961654409,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2411,False,"{'a': 0.5, 'e': 0.3572260847012612}",25,15,-32.08369941908543,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
2412,False,"{'a': 0.5, 'e': 0.35675903109420365}",25,6,-52.13901657607727,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
2413,False,"{'a': 0.5, 'e': 0.35629188829739}",20,2,-58.12301832188945,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
2414,False,"{'a': 0.5, 'e': 0.35582465642760625}",20,5,-1.8691077737679498,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
2415,False,"{'a': 0.5, 'e': 0.35535733560166033}",25,13,2.042886175416653,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2416,False,"{'a': 0.5, 'e': 0.3548899259363823}",25,0,-27.262893451685475,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
2417,False,"{'a': 0.5, 'e': 0.35442242754862446}",20,11,-7.92373378554044,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
2418,False,"{'a': 0.5, 'e': 0.3539548405552618}",25,0,6.525360277080535,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
2419,False,"{'a': 0.5, 'e': 0.3534871650731908}",25,16,-25.65296388266039,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2420,False,"{'a': 0.5, 'e': 0.3530194012193304}",20,0,-13.596903093261377,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2421,False,"{'a': 0.5, 'e': 0.3525515491106213}",20,0,-30.380045091639726,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
2422,False,"{'a': 0.5, 'e': 0.35208360886402695}",20,0,18.620647298009374,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
2423,False,"{'a': 0.5, 'e': 0.35161558059653225}",20,12,1.4464723485941375,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2424,False,"{'a': 0.5, 'e': 0.3511474644251443}",25,7,-4.001651916414036,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
2425,False,"{'a': 0.5, 'e': 0.35067926046689174}",25,13,-14.446194009595827,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
2426,False,"{'a': 0.5, 'e': 0.3502109688388262}",25,8,29.418842007370895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2427,False,"{'a': 0.5, 'e': 0.3497425896580202}",25,11,-11.175433616399706,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
2428,False,"{'a': 0.5, 'e': 0.34927412304156863}",30,24,12.744431768131934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2429,False,"{'a': 0.5, 'e': 0.34880556910658794}",25,14,-74.3841275737322,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
2430,False,"{'a': 0.5, 'e': 0.348336927970217}",20,6,0.7466344140742112,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2431,False,"{'a': 0.5, 'e': 0.3478681997496158}",20,6,-14.867410362974034,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2432,False,"{'a': 0.5, 'e': 0.34739938456196656}",25,6,-36.22865305302689,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
2433,False,"{'a': 0.5, 'e': 0.34693048252447295}",25,4,11.999460662842502,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
2434,False,"{'a': 0.5, 'e': 0.3464614937543603}",20,7,24.50729857772353,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2435,False,"{'a': 0.5, 'e': 0.3459924183688763}",25,13,21.08605030843914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2436,False,"{'a': 0.5, 'e': 0.3455232564852894}",25,8,34.636730038774395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2437,False,"{'a': 0.5, 'e': 0.3450540082208903}",20,9,5.98178148738895,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2438,False,"{'a': 0.5, 'e': 0.3445846736929906}",20,4,24.2359750610202,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.5, 'e': 0.34411525301892454}",25,18,11.234665620191826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2440,False,"{'a': 0.5, 'e': 0.34364574631604705}",20,0,16.765075676953952,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2441,False,"{'a': 0.5, 'e': 0.34317615370173477}",25,12,0.10597047744465593,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
2442,False,"{'a': 0.5, 'e': 0.3427064752933856}",25,17,0.276854815380674,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2443,False,"{'a': 0.5, 'e': 0.3422367112084196}",20,12,-3.5821691332722976,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
2444,False,"{'a': 0.5, 'e': 0.3417668615642776}",20,2,-13.342407605812504,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
2445,False,"{'a': 0.5, 'e': 0.34129692647842197}",20,10,7.357233103897034,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2446,False,"{'a': 0.5, 'e': 0.3408269060683363}",30,18,-27.45159603567106,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
2447,False,"{'a': 0.5, 'e': 0.3403568004515261}",30,24,9.465662131071012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2448,False,"{'a': 0.5, 'e': 0.3398866097455176}",20,1,15.167457076772394,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2449,False,"{'a': 0.5, 'e': 0.33941633406785837}",25,1,5.028598796886888,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 0}",1
2450,False,"{'a': 0.5, 'e': 0.3389459735361172}",20,15,3.049365585924538,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2451,False,"{'a': 0.5, 'e': 0.33847552826788463}",25,12,-67.99595884457821,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
2452,False,"{'a': 0.5, 'e': 0.33800499838077175}",20,0,-36.53759089313635,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
2453,False,"{'a': 0.5, 'e': 0.33753438399241104}",20,6,-3.0848219115576443,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2454,False,"{'a': 0.5, 'e': 0.3370636852204559}",25,1,11.401649319512336,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
2455,False,"{'a': 0.5, 'e': 0.3365929021825814}",20,15,-4.566613521685212,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
2456,False,"{'a': 0.5, 'e': 0.3361220349964831}",30,11,-61.94448981388949,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
2457,False,"{'a': 0.5, 'e': 0.3356510837798778}",20,13,15.810773920215036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2458,False,"{'a': 0.5, 'e': 0.3351800486505031}",20,14,14.144120316137538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2459,False,"{'a': 0.5, 'e': 0.3347089297261182}",20,8,10.556986082921595,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2460,False,"{'a': 0.5, 'e': 0.3342377271245026}",20,10,-2.4676476121943045,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
2461,False,"{'a': 0.5, 'e': 0.333766440963457}",25,7,-16.864721428947977,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2462,False,"{'a': 0.5, 'e': 0.3332950713608026}",25,17,14.935996282436568,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2463,False,"{'a': 0.5, 'e': 0.3328236184343824}",25,10,9.825594972291954,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
2464,False,"{'a': 0.5, 'e': 0.33235208230205926}",25,0,-85.6315379055276,"{0: 18, 1: 0, 2: 3, 3: 4, 4: 0}",0
2465,False,"{'a': 0.5, 'e': 0.3318804630817173}",25,7,16.075764086027863,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
2466,False,"{'a': 0.5, 'e': 0.3314087608912611}",25,15,-2.936772236207403,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2467,False,"{'a': 0.5, 'e': 0.3309369758486166}",20,8,8.965642714571157,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
2468,False,"{'a': 0.5, 'e': 0.33046510807172985}",25,6,-6.645801764950247,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
2469,False,"{'a': 0.5, 'e': 0.32999315767856785}",20,11,-5.0814730603844644,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
2470,False,"{'a': 0.5, 'e': 0.32952112478711787}",25,16,20.18357266799267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2471,False,"{'a': 0.5, 'e': 0.3290490095153887}",20,16,5.4897068499341835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2472,False,"{'a': 0.5, 'e': 0.3285768119814088}",20,4,-70.89225023367159,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 1}",1
2473,False,"{'a': 0.5, 'e': 0.3281045323032276}",30,12,-12.71948304168018,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
2474,False,"{'a': 0.5, 'e': 0.3276321705989149}",25,9,-22.429239921340454,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
2475,False,"{'a': 0.5, 'e': 0.3271597269865614}",25,15,-27.602758217734383,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
2476,False,"{'a': 0.5, 'e': 0.3266872015842779}",20,8,-2.6025437067384094,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2477,False,"{'a': 0.5, 'e': 0.3262145945101957}",25,17,11.701757130076395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2478,False,"{'a': 0.5, 'e': 0.3257419058824663}",20,1,21.656252631485284,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2479,False,"{'a': 0.5, 'e': 0.3252691358192624}",30,14,-50.998832601744326,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
2480,False,"{'a': 0.5, 'e': 0.32479628443877623}",25,3,-128.2202038359735,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 3}",1
2481,False,"{'a': 0.5, 'e': 0.3243233518592207}",20,0,-21.18781563281203,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
2482,False,"{'a': 0.5, 'e': 0.3238503381988286}",20,0,-13.264282728069887,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
2483,False,"{'a': 0.5, 'e': 0.32337724357585385}",20,9,5.629644919105163,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2484,False,"{'a': 0.5, 'e': 0.3229040681085699}",25,0,14.073329649395399,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2485,False,"{'a': 0.5, 'e': 0.3224308119152706}",30,11,-27.130359233197424,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
2486,False,"{'a': 0.5, 'e': 0.3219574751142698}",20,16,7.60543183604013,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2487,False,"{'a': 0.5, 'e': 0.3214840578239021}",25,14,-13.916669739031743,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
2488,False,"{'a': 0.5, 'e': 0.32101056016252166}",30,24,13.064190536399138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2489,False,"{'a': 0.5, 'e': 0.3205369822485028}",30,13,17.161082380402956,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
2490,False,"{'a': 0.5, 'e': 0.32006332420023986}",20,7,17.892871157789475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,False,"{'a': 0.5, 'e': 0.31958958613614774}",25,12,14.393461499665623,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2492,False,"{'a': 0.5, 'e': 0.3191157681746608}",25,0,-31.39532110245972,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
2493,False,"{'a': 0.5, 'e': 0.3186418704342334}",20,12,15.471600674927476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2494,False,"{'a': 0.5, 'e': 0.31816789303333987}",20,10,17.691810431452822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2495,False,"{'a': 0.5, 'e': 0.31769383609047497}",20,3,13.50677392854282,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2496,False,"{'a': 0.5, 'e': 0.3172196997241527}",20,15,8.499503536557556,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2497,False,"{'a': 0.5, 'e': 0.31674548405290714}",20,10,19.506124225515855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2498,False,"{'a': 0.5, 'e': 0.316271189195292}",25,11,-36.89574456597278,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
2499,False,"{'a': 0.5, 'e': 0.3157968152698814}",20,10,6.045757246169929,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2500,False,"{'a': 0.5, 'e': 0.3153223623952687}",25,13,6.506307784014413,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2501,False,"{'a': 0.5, 'e': 0.31484783069006694}",20,15,9.027441066138557,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2502,False,"{'a': 0.5, 'e': 0.31437322027290904}",20,10,-62.199539386311415,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 1}",1
2503,False,"{'a': 0.5, 'e': 0.3138985312624478}",25,12,1.6826771552679283,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
2504,False,"{'a': 0.5, 'e': 0.3134237637773555}",25,19,1.1295434434851872,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2505,False,"{'a': 0.5, 'e': 0.31294891793632384}",20,9,13.161790510881428,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2506,False,"{'a': 0.5, 'e': 0.3124739938580641}",25,18,2.5166744047730463,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2507,False,"{'a': 0.5, 'e': 0.31199899166130773}",25,0,4.893370889646699,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
2508,False,"{'a': 0.5, 'e': 0.3115239114648051}",20,11,-34.89206506000104,"{0: 6, 1: 1, 2: 0, 3: 2, 4: 0}",1
2509,False,"{'a': 0.5, 'e': 0.31104875338732624}",20,1,-50.17216537322988,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
2510,False,"{'a': 0.5, 'e': 0.3105735175476604}",30,13,-65.43637006471572,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 1}",1
2511,False,"{'a': 0.5, 'e': 0.310098204064617}",25,7,2.906527494852586,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
2512,False,"{'a': 0.5, 'e': 0.3096228130570242}",20,14,10.986493818411757,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2513,False,"{'a': 0.5, 'e': 0.3091473446437298}",20,0,-11.700907563723812,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2514,False,"{'a': 0.5, 'e': 0.3086717989436006}",25,13,9.755261482320803,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2515,False,"{'a': 0.5, 'e': 0.30819617607552346}",25,4,-28.80618182156812,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
2516,False,"{'a': 0.5, 'e': 0.3077204761584039}",30,20,8.31223070710191,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2517,False,"{'a': 0.5, 'e': 0.307244699311167}",20,1,-12.839648225853775,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
2518,False,"{'a': 0.5, 'e': 0.3067688456527566}",20,0,-6.844996683297631,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
2519,False,"{'a': 0.5, 'e': 0.30629291530213654}",20,0,9.66080623841659,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2520,False,"{'a': 0.5, 'e': 0.30581690837828934}",30,22,19.076181458641678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2521,False,"{'a': 0.5, 'e': 0.3053408250002166}",25,8,18.09112978153444,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2522,False,"{'a': 0.5, 'e': 0.30486466528693895}",20,13,-34.532894781363964,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
2523,False,"{'a': 0.5, 'e': 0.3043884293574968}",20,13,3.0131408468230605,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2524,False,"{'a': 0.5, 'e': 0.3039121173309489}",30,8,-36.53584472869976,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
2525,False,"{'a': 0.5, 'e': 0.3034357293263733}",20,13,14.577091108729862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2526,False,"{'a': 0.5, 'e': 0.3029592654628667}",20,3,-23.815120814804697,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
2527,False,"{'a': 0.5, 'e': 0.3024827258595455}",25,16,17.02188573117655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2528,False,"{'a': 0.5, 'e': 0.30200611063554444}",25,17,14.358762598154243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2529,False,"{'a': 0.5, 'e': 0.3015294199100173}",25,14,19.949787136159284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2530,False,"{'a': 0.5, 'e': 0.3010526538021365}",25,9,1.2275604603667634,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
2531,False,"{'a': 0.5, 'e': 0.3005758124310941}",20,11,3.9289273234118784,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2532,False,"{'a': 0.5, 'e': 0.3000988959161001}",20,7,-48.775057787203956,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
2533,False,"{'a': 0.5, 'e': 0.2996219043763837}",25,14,5.951832407906692,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2534,False,"{'a': 0.5, 'e': 0.29914483793119256}",25,19,-32.386805963205475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
2535,False,"{'a': 0.5, 'e': 0.2986676966997937}",25,14,11.757872148261951,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2536,False,"{'a': 0.5, 'e': 0.2981904808014722}",25,17,-33.59443348971257,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
2537,False,"{'a': 0.5, 'e': 0.2977131903555321}",20,10,17.214045518296224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
